example_id,layer,head,nas
2026,7,22,0.03125
2026,7,23,0.1103515625
2026,7,24,0.037109375
2026,7,25,0.1240234375
2026,7,26,0.0
2026,7,27,0.08056640625
2026,7,28,0.033447265625
2026,7,29,0.0732421875
2026,7,30,0.014404296875
2026,7,31,0.01361083984375
2026,8,0,-0.12255859375
2026,8,1,0.77734375
2026,8,2,0.039306640625
2026,8,3,0.0634765625
2026,8,4,0.0079345703125
2026,8,5,-0.00543212890625
2026,8,6,0.0081787109375
2026,8,7,0.01055908203125
2026,8,8,0.251953125
2026,8,9,0.057861328125
2026,8,10,-0.046142578125
2026,8,11,3.203125
2026,8,12,0.36328125
2026,8,13,0.10400390625
2026,8,14,-0.6640625
2026,8,15,-0.01123046875
2026,8,16,0.01556396484375
2026,8,17,0.0242919921875
2026,8,18,0.0673828125
2026,8,19,0.17578125
2026,8,20,0.0162353515625
2026,8,21,0.020263671875
2026,8,22,0.0012359619140625
2026,8,23,0.0086669921875
2026,8,24,-0.01312255859375
2026,8,25,0.02783203125
2026,8,26,-0.030517578125
2026,8,27,-0.01007080078125
2026,8,28,-0.0186767578125
2026,8,29,0.040771484375
2026,8,30,-0.10498046875
2026,8,31,-0.0693359375
2026,9,0,0.023681640625
2026,9,1,0.02880859375
2026,9,2,0.10498046875
2026,9,3,0.01416015625
2026,9,4,0.0260009765625
2026,9,5,0.000457763671875
2026,9,6,0.01220703125
2026,9,7,0.01116943359375
2026,9,8,-0.00885009765625
2026,9,9,0.0023956298828125
2026,9,10,-0.0067138671875
2026,9,11,-0.00019550323486328125
2026,9,12,-0.107421875
2026,9,13,-1.0
2026,9,14,-0.006103515625
2026,9,15,0.02490234375
2026,9,16,0.040771484375
2026,9,17,0.0177001953125
2026,9,18,0.0294189453125
2026,9,19,0.04443359375
2026,9,20,0.1552734375
2026,9,21,-0.06640625
2026,9,22,0.0291748046875
2026,9,23,0.08837890625
2026,9,24,0.0380859375
2026,9,25,-0.126953125
2026,9,26,0.0054931640625
2026,9,27,0.859375
2026,9,28,0.09619140625
2026,9,29,0.08837890625
2026,9,30,-0.031982421875
2026,9,31,0.8203125
2026,10,0,0.01068115234375
2026,10,1,0.0947265625
2026,10,2,1.1171875
2026,10,3,-0.203125
2026,10,4,-0.000606536865234375
2026,10,5,0.0045166015625
2026,10,6,0.021240234375
2026,10,7,0.08056640625
2026,10,8,0.000736236572265625
2026,10,9,0.021484375
2026,10,10,0.062255859375
2026,10,11,0.011474609375
2026,10,12,0.1767578125
2026,10,13,-0.302734375
2026,10,14,0.53125
2026,10,15,-0.07958984375
2026,10,16,0.0025787353515625
2026,10,17,0.01397705078125
2026,10,18,-0.419921875
2026,10,19,-0.0240478515625
2026,10,20,-0.02783203125
2026,10,21,-0.0093994140625
2026,10,22,-0.046630859375
2026,10,23,-0.00732421875
2026,10,24,-0.0341796875
2026,10,25,0.03857421875
2026,10,26,0.0021820068359375
2026,10,27,0.2431640625
2026,10,28,-0.51171875
2026,10,29,0.0101318359375
2026,10,30,0.0091552734375
2026,10,31,-0.017578125
2026,11,0,0.01007080078125
2026,11,1,0.038330078125
2026,11,2,0.0220947265625
2026,11,3,0.01116943359375
2026,11,4,-0.01226806640625
2026,11,5,-0.032958984375
2026,11,6,-0.267578125
2026,11,7,-0.04150390625
2026,11,8,-0.8359375
2026,11,9,0.05859375
2026,11,10,0.39453125
2026,11,11,-0.006134033203125
2026,11,12,0.32421875
2026,11,13,-0.1884765625
2026,11,14,0.22265625
2026,11,15,-0.00775146484375
2026,11,16,-0.000873565673828125
2026,11,17,-0.0120849609375
2026,11,18,0.0024871826171875
2026,11,19,0.00023937225341796875
2026,11,20,-0.12158203125
2026,11,21,0.0673828125
2026,11,22,0.09765625
2026,11,23,0.1044921875
2026,11,24,-0.03515625
2026,11,25,0.0830078125
2026,11,26,0.006072998046875
2026,11,27,-0.048828125
2026,11,28,-0.00579833984375
2026,11,29,0.00830078125
2026,11,30,0.005889892578125
2026,11,31,-0.00136566162109375
2026,12,0,0.01043701171875
2026,12,1,0.01226806640625
2026,12,2,0.0478515625
2026,12,3,0.07568359375
2026,12,4,0.02783203125
2026,12,5,0.12158203125
2026,12,6,-0.1455078125
2026,12,7,0.07470703125
2026,12,8,0.11376953125
2026,12,9,-0.013671875
2026,12,10,-0.0537109375
2026,12,11,0.0225830078125
2026,12,12,-0.01904296875
2026,12,13,-0.04736328125
2026,12,14,0.03955078125
2026,12,15,0.03076171875
2026,12,16,0.00262451171875
2026,12,17,0.0150146484375
2026,12,18,0.00045013427734375
2026,12,19,0.002838134765625
2026,12,20,0.0081787109375
2026,12,21,-0.055419921875
2026,12,22,0.0888671875
2026,12,23,-0.007080078125
2026,12,24,0.0113525390625
2026,12,25,-0.00848388671875
2026,12,26,0.00787353515625
2026,12,27,0.01165771484375
2026,12,28,0.46484375
2026,12,29,0.06640625
2026,12,30,0.158203125
2026,12,31,0.462890625
2026,13,0,0.263671875
2026,13,1,0.404296875
2026,13,2,0.171875
2026,13,3,0.142578125
2026,13,4,-0.267578125
2026,13,5,-0.59765625
2026,13,6,0.41796875
2026,13,7,-0.01708984375
2026,13,8,0.08642578125
2026,13,9,0.255859375
2026,13,10,0.014892578125
2026,13,11,0.38671875
2026,13,12,0.05859375
2026,13,13,0.078125
2026,13,14,0.01385498046875
2026,13,15,0.0625
2026,13,16,0.18359375
2026,13,17,0.271484375
2026,13,18,0.76171875
2026,13,19,-0.328125
2026,13,20,-1.3359375
2026,13,21,0.197265625
2026,13,22,-0.1630859375
2026,13,23,-0.00927734375
2026,13,24,0.0281982421875
2026,13,25,0.00099945068359375
2026,13,26,-0.039794921875
2026,13,27,-0.01092529296875
2026,13,28,-0.01544189453125
2026,13,29,-0.010498046875
2026,13,30,0.0208740234375
2026,13,31,-0.0034027099609375
2026,14,0,-0.022705078125
2026,14,1,0.0849609375
2026,14,2,0.00616455078125
2026,14,3,0.005859375
2026,14,4,-0.12158203125
2026,14,5,0.546875
2026,14,6,0.08837890625
2026,14,7,-0.09326171875
2026,14,8,9.298324584960938e-05
2026,14,9,-0.00909423828125
2026,14,10,0.0185546875
2026,14,11,-0.0034027099609375
2026,14,12,-0.0096435546875
2026,14,13,0.244140625
2026,14,14,-0.0673828125
2026,14,15,-0.0201416015625
2026,14,16,0.158203125
2026,14,17,0.7890625
2026,14,18,0.0260009765625
2026,14,19,1.65625
2026,14,20,0.037841796875
2026,14,21,0.047607421875
2026,14,22,-0.0194091796875
2026,14,23,-0.0751953125
2026,14,24,0.027587890625
2026,14,25,-0.04150390625
2026,14,26,-3.361701965332031e-05
2026,14,27,-0.00775146484375
2026,14,28,-0.181640625
2026,14,29,-0.0537109375
2026,14,30,-0.162109375
2026,14,31,-0.00982666015625
2026,15,0,-0.0128173828125
2026,15,1,0.1435546875
2026,15,2,0.0751953125
2026,15,3,0.1787109375
2026,15,4,-0.013427734375
2026,15,5,0.006500244140625
2026,15,6,-0.0167236328125
2026,15,7,-0.00153350830078125
2026,15,8,-0.0003261566162109375
2026,15,9,0.0093994140625
2026,15,10,0.0869140625
2026,15,11,0.0498046875
2026,15,12,0.038818359375
2026,15,13,0.1728515625
2026,15,14,0.07666015625
2026,15,15,0.0703125
2026,15,16,0.01104736328125
2026,15,17,-0.0035400390625
2026,15,18,0.0286865234375
2026,15,19,0.00970458984375
2026,15,20,0.0712890625
2026,15,21,0.00482177734375
2026,15,22,0.0439453125
2026,15,23,0.2578125
2026,15,24,0.013427734375
2026,15,25,0.01361083984375
2026,15,26,-0.008056640625
2026,15,27,-0.0027618408203125
2026,15,28,0.515625
2026,15,29,0.056640625
2026,15,30,2.34375
2026,15,31,0.00274658203125
2026,16,0,0.06298828125
2026,16,1,0.1865234375
2026,16,2,0.1494140625
2026,16,3,0.20703125
2026,16,4,0.007049560546875
2026,16,5,0.002593994140625
2026,16,6,0.0023651123046875
2026,16,7,0.0103759765625
2026,16,8,0.2392578125
2026,16,9,0.057373046875
2026,16,10,0.022705078125
2026,16,11,0.01385498046875
2026,16,12,0.00445556640625
2026,16,13,0.0019989013671875
2026,16,14,0.0025177001953125
2026,16,15,0.00188446044921875
2026,16,16,0.0306396484375
2026,16,17,0.02734375
2026,16,18,0.01129150390625
2026,16,19,-0.0167236328125
2026,16,20,0.64453125
2026,16,21,0.205078125
2026,16,22,0.01348876953125
2026,16,23,3.28125
2026,16,24,0.043212890625
2026,16,25,-0.014404296875
2026,16,26,-0.06884765625
2026,16,27,0.1533203125
2026,16,28,0.002899169921875
2026,16,29,0.00020694732666015625
2026,16,30,-0.00110626220703125
2026,16,31,0.005035400390625
2026,17,0,0.018310546875
2026,17,1,0.003631591796875
2026,17,2,0.031982421875
2026,17,3,0.01275634765625
2026,17,4,0.007049560546875
2026,17,5,-0.0014495849609375
2026,17,6,0.01251220703125
2026,17,7,0.001708984375
2026,17,8,0.015380859375
2026,17,9,0.08544921875
2026,17,10,0.01019287109375
2026,17,11,-0.00119781494140625
2026,17,12,0.0185546875
2026,17,13,0.03076171875
2026,17,14,0.032958984375
2026,17,15,0.01239013671875
2026,17,16,0.0106201171875
2026,17,17,0.024169921875
2026,17,18,0.00116729736328125
2026,17,19,0.05615234375
2026,17,20,0.00023174285888671875
2026,17,21,-0.0081787109375
2026,17,22,0.033935546875
2026,17,23,0.0101318359375
2026,17,24,-0.0517578125
2026,17,25,0.00811767578125
2026,17,26,0.0181884765625
2026,17,27,0.060546875
2026,17,28,0.00102996826171875
2026,17,29,-0.001251220703125
2026,17,30,0.013427734375
2026,17,31,-0.0038604736328125
2026,18,0,7.581710815429688e-05
2026,18,1,0.04443359375
2026,18,2,0.00787353515625
2026,18,3,0.019287109375
2026,18,4,0.1376953125
2026,18,5,0.0052490234375
2026,18,6,0.004486083984375
2026,18,7,0.00347900390625
2026,18,8,0.002349853515625
2026,18,9,0.007293701171875
2026,18,10,0.002532958984375
2026,18,11,-0.001190185546875
2026,18,12,0.0026397705078125
2026,18,13,0.00171661376953125
2026,18,14,0.02099609375
2026,18,15,0.001129150390625
2026,18,16,-0.0244140625
2026,18,17,0.005401611328125
2026,18,18,0.0038909912109375
2026,18,19,0.004364013671875
2026,18,20,-0.0126953125
2026,18,21,0.000579833984375
2026,18,22,0.02880859375
2026,18,23,0.0108642578125
2026,18,24,0.00081634521484375
2026,18,25,0.000701904296875
2026,18,26,0.0004558563232421875
2026,18,27,0.001220703125
2026,18,28,0.00677490234375
2026,18,29,0.00335693359375
2026,18,30,0.0242919921875
2026,18,31,0.004486083984375
2026,19,0,0.0286865234375
2026,19,1,0.02978515625
2026,19,2,0.08837890625
2026,19,3,0.04345703125
2026,19,4,-0.000667572021484375
2026,19,5,0.0028228759765625
2026,19,6,0.0038604736328125
2026,19,7,1.8358230590820312e-05
2026,19,8,0.002960205078125
2026,19,9,-0.03125
2026,19,10,0.00121307373046875
2026,19,11,0.00897216796875
2026,19,12,0.12890625
2026,19,13,0.095703125
2026,19,14,0.015869140625
2026,19,15,7.867813110351562e-05
2026,19,16,0.002227783203125
2026,19,17,0.000865936279296875
2026,19,18,0.006378173828125
2026,19,19,0.00054168701171875
2026,19,20,0.0133056640625
2026,19,21,0.0019989013671875
2026,19,22,0.0203857421875
2026,19,23,0.041748046875
2026,19,24,5.245208740234375e-06
2026,19,25,0.005645751953125
2026,19,26,-0.0004405975341796875
2026,19,27,0.0033111572265625
2026,19,28,0.0018463134765625
2026,19,29,0.0064697265625
2026,19,30,0.002410888671875
2026,19,31,0.00150299072265625
2026,20,0,0.053466796875
2026,20,1,0.2578125
2026,20,2,0.0142822265625
2026,20,3,0.1015625
2026,20,4,0.0238037109375
2026,20,5,0.0223388671875
2026,20,6,0.0072021484375
2026,20,7,0.002227783203125
2026,20,8,0.004974365234375
2026,20,9,0.001251220703125
2026,20,10,0.00567626953125
2026,20,11,0.00714111328125
2026,20,12,0.041259765625
2026,20,13,0.01361083984375
2026,20,14,-0.00726318359375
2026,20,15,-0.0439453125
2026,20,16,0.00994873046875
2026,20,17,-0.0003719329833984375
2026,20,18,0.00433349609375
2026,20,19,0.006011962890625
2026,20,20,0.004364013671875
2026,20,21,0.001983642578125
2026,20,22,0.006439208984375
2026,20,23,0.375
2026,20,24,-0.09814453125
2026,20,25,-0.0005340576171875
2026,20,26,-0.109375
2026,20,27,-0.0230712890625
2026,20,28,0.01324462890625
2026,20,29,0.0002765655517578125
2026,20,30,0.0703125
2026,20,31,0.007293701171875
2026,21,0,-0.000843048095703125
2026,21,1,0.031494140625
2026,21,2,-0.02392578125
2026,21,3,0.008056640625
2026,21,4,-2.1219253540039062e-05
2026,21,5,-8.702278137207031e-06
2026,21,6,8.7738037109375e-05
2026,21,7,-6.031990051269531e-05
2026,21,8,0.032958984375
2026,21,9,0.00145721435546875
2026,21,10,0.0005340576171875
2026,21,11,0.002105712890625
2026,21,12,0.00083160400390625
2026,21,13,0.01080322265625
2026,21,14,0.003570556640625
2026,21,15,-0.0009765625
2026,21,16,0.001251220703125
2026,21,17,0.002471923828125
2026,21,18,0.01068115234375
2026,21,19,0.001129150390625
2026,21,20,0.12451171875
2026,21,21,0.057373046875
2026,21,22,0.4453125
2026,21,23,0.1455078125
2026,21,24,0.005035400390625
2026,21,25,0.06689453125
2026,21,26,0.0205078125
2026,21,27,0.0211181640625
2026,21,28,0.0052490234375
2026,21,29,0.005035400390625
2026,21,30,0.01190185546875
2026,21,31,0.025390625
2026,22,0,0.0206298828125
2026,22,1,0.09228515625
2026,22,2,0.024658203125
2026,22,3,0.0252685546875
2026,22,4,0.003936767578125
2026,22,5,0.000400543212890625
2026,22,6,0.002471923828125
2026,22,7,0.0004558563232421875
2026,22,8,0.008056640625
2026,22,9,0.01544189453125
2026,22,10,0.025390625
2026,22,11,0.003143310546875
2026,22,12,-0.12060546875
2026,22,13,0.044677734375
2026,22,14,0.04296875
2026,22,15,0.03662109375
2026,22,16,0.000255584716796875
2026,22,17,0.00176239013671875
2026,22,18,0.01531982421875
2026,22,19,0.000606536865234375
2026,22,20,0.00146484375
2026,22,21,0.00244140625
2026,22,22,0.0004367828369140625
2026,22,23,0.00118255615234375
2026,22,24,0.0005950927734375
2026,22,25,0.00167083740234375
2026,22,26,0.00897216796875
2026,22,27,-0.000736236572265625
2026,22,28,0.042236328125
2026,22,29,0.055908203125
2026,22,30,0.009765625
2026,22,31,0.0030975341796875
2026,23,0,0.0023193359375
2026,23,1,0.000850677490234375
2026,23,2,0.005706787109375
2026,23,3,0.00421142578125
2026,23,4,0.005157470703125
2026,23,5,0.054443359375
2026,23,6,0.01080322265625
2026,23,7,0.036376953125
2026,23,8,0.003631591796875
2026,23,9,0.004364013671875
2026,23,10,0.00160980224609375
2026,23,11,0.00140380859375
2026,23,12,0.01116943359375
2026,23,13,0.06494140625
2026,23,14,0.04736328125
2026,23,15,0.019775390625
2026,23,16,0.00180816650390625
2026,23,17,0.003448486328125
2026,23,18,0.0048828125
2026,23,19,0.0008544921875
2026,23,20,0.08837890625
2026,23,21,0.05126953125
2026,23,22,0.01806640625
2026,23,23,0.005218505859375
2026,23,24,0.0201416015625
2026,23,25,0.0054931640625
2026,23,26,0.00188446044921875
2026,23,27,-0.0031585693359375
2026,23,28,0.0017242431640625
2026,23,29,0.0002307891845703125
2026,23,30,0.000644683837890625
2026,23,31,0.00091552734375
2026,24,0,0.005523681640625
2026,24,1,0.0025634765625
2026,24,2,0.005645751953125
2026,24,3,-0.0074462890625
2026,24,4,0.00750732421875
2026,24,5,0.00142669677734375
2026,24,6,0.005523681640625
2026,24,7,0.0003414154052734375
2026,24,8,0.0029754638671875
2026,24,9,0.00408935546875
2026,24,10,0.0035247802734375
2026,24,11,0.000972747802734375
2026,24,12,0.0002994537353515625
2026,24,13,0.0003662109375
2026,24,14,0.007476806640625
2026,24,15,0.0042724609375
2026,24,16,0.0225830078125
2026,24,17,0.0277099609375
2026,24,18,0.025146484375
2026,24,19,0.01019287109375
2026,24,20,0.01080322265625
2026,24,21,0.0018463134765625
2026,24,22,0.0198974609375
2026,24,23,0.0177001953125
2026,24,24,0.044921875
2026,24,25,0.02294921875
2026,24,26,0.002655029296875
2026,24,27,0.0517578125
2026,24,28,0.000782012939453125
2026,24,29,0.0023345947265625
2026,24,30,0.0006103515625
2026,24,31,9.393692016601562e-05
2026,25,0,0.00726318359375
2026,25,1,0.012451171875
2026,25,2,0.01409912109375
2026,25,3,0.000522613525390625
2026,25,4,0.037109375
2026,25,5,0.0400390625
2026,25,6,0.06640625
2026,25,7,0.050537109375
2026,25,8,0.00021648406982421875
2026,25,9,0.0030364990234375
2026,25,10,0.00811767578125
2026,25,11,0.001373291015625
2026,25,12,0.00390625
2026,25,13,0.013427734375
2026,25,14,0.03564453125
2026,25,15,0.01031494140625
2026,25,16,0.000881195068359375
2026,25,17,0.0064697265625
2026,25,18,0.00909423828125
2026,25,19,-0.0021514892578125
2026,25,20,-2.2411346435546875e-05
2026,25,21,-0.00170135498046875
2026,25,22,-3.0249357223510742e-06
2026,25,23,-0.00011110305786132812
2026,25,24,0.00010395050048828125
2026,25,25,0.006256103515625
2026,25,26,0.0027618408203125
2026,25,27,0.00021648406982421875
2026,25,28,0.000652313232421875
2026,25,29,0.001983642578125
2026,25,30,-5.221366882324219e-05
2026,25,31,0.00015163421630859375
2026,26,0,0.08154296875
2026,26,1,-0.00041961669921875
2026,26,2,0.026611328125
2026,26,3,0.138671875
2026,26,4,0.0322265625
2026,26,5,0.005462646484375
2026,26,6,0.00130462646484375
2026,26,7,0.04345703125
2026,26,8,0.0201416015625
2026,26,9,0.0004787445068359375
2026,26,10,0.00604248046875
2026,26,11,-0.000438690185546875
2026,26,12,0.048828125
2026,26,13,0.039794921875
2026,26,14,0.01513671875
2026,26,15,0.03271484375
2026,26,16,0.0079345703125
2026,26,17,0.00021266937255859375
2026,26,18,0.00518798828125
2026,26,19,0.01348876953125
2026,26,20,0.0267333984375
2026,26,21,0.005645751953125
2026,26,22,0.01190185546875
2026,26,23,0.01025390625
2026,26,24,1.633167266845703e-05
2026,26,25,0.00102996826171875
2026,26,26,0.0002956390380859375
2026,26,27,0.0020904541015625
2026,26,28,0.00421142578125
2026,26,29,0.007110595703125
2026,26,30,0.04345703125
2026,26,31,0.006866455078125
2026,27,0,0.00176239013671875
2026,27,1,0.0107421875
2026,27,2,0.0015716552734375
2026,27,3,0.0002880096435546875
2026,27,4,0.004547119140625
2026,27,5,0.08544921875
2026,27,6,0.11328125
2026,27,7,0.228515625
2026,27,8,0.003387451171875
2026,27,9,0.004302978515625
2026,27,10,0.00164794921875
2026,27,11,0.00384521484375
2026,27,12,0.00150299072265625
2026,27,13,0.004119873046875
2026,27,14,0.00469970703125
2026,27,15,0.012451171875
2026,27,16,0.0303955078125
2026,27,17,0.019775390625
2026,27,18,0.01373291015625
2026,27,19,0.0189208984375
2026,27,20,0.0191650390625
2026,27,21,0.042236328125
2026,27,22,0.1416015625
2026,27,23,0.04052734375
2026,27,24,0.00168609619140625
2026,27,25,0.00060272216796875
2026,27,26,0.00101470947265625
2026,27,27,0.005889892578125
2026,27,28,0.06982421875
2026,27,29,-0.0003032684326171875
2026,27,30,0.036865234375
2026,27,31,0.006103515625
2026,28,0,0.09326171875
2026,28,1,0.0003643035888671875
2026,28,2,0.001983642578125
2026,28,3,-0.0008544921875
2026,28,4,-0.0033721923828125
2026,28,5,-0.000240325927734375
2026,28,6,0.0086669921875
2026,28,7,8.392333984375e-05
2026,28,8,0.041748046875
2026,28,9,0.0035400390625
2026,28,10,0.01153564453125
2026,28,11,0.00994873046875
2026,28,12,0.00836181640625
2026,28,13,-0.005767822265625
2026,28,14,0.0016326904296875
2026,28,15,0.0164794921875
2026,28,16,0.032958984375
2026,28,17,0.057861328125
2026,28,18,0.056640625
2026,28,19,0.01361083984375
2026,28,20,0.03466796875
2026,28,21,0.01025390625
2026,28,22,-0.002349853515625
2026,28,23,0.0322265625
2026,28,24,0.00244140625
2026,28,25,-0.003387451171875
2026,28,26,0.0001354217529296875
2026,28,27,0.0037078857421875
2026,28,28,0.0400390625
2026,28,29,-0.041259765625
2026,28,30,0.040283203125
2026,28,31,0.007720947265625
2026,29,0,0.0011138916015625
2026,29,1,0.00823974609375
